# Localization Prediction using LocTree3
# Domain: bact
#
# NOTATION Protein Id: Fasta sequences Id truncated by whitespace
# NOTATION Score: Reliability score on a 0-100 scale (0=unreliable & 100=most reliable)
# NOTATION Localization: Predicted sub-cellular localization class
# NOTATION Gene Ontology Terms: Gene Ontology (GO) term/s of the corresponding localization. GO terms predicted by PSI-BLAST are supported by evidence codes (see http://www.geneontology.org/GO.evidence.shtml)
#
# PSI-BLAST annotation based on Swiss-Prot release 2013_11.
# Protein Id	Score	Localization	Gene Ontology Terms
tr|Q5ZTQ7|Q5ZTQ7_LEGPH	80	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZYH6|TRMD_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWJ5|Q5ZWJ5_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUD4|Q5ZUD4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZV63|Q5ZV63_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV13|Q5ZV13_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWI3|Q5ZWI3_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYU5|Q5ZYU5_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZT41|Q5ZT41_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZR94|Q5ZR94_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZX84|Q5ZX84_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU71|Q5ZU71_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTC4|Q5ZTC4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZW19|Q5ZW19_LEGPH	39	secreted	extracellular region GO:0005576;
tr|Q5ZYG3|Q5ZYG3_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZX29|Q5ZX29_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY47|Q5ZY47_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWL5|Q5ZWL5_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVH2|Q5ZVH2_LEGPH	79	secreted	extracellular region GO:0005576;
tr|Q5ZZC7|Q5ZZC7_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTW8|Q5ZTW8_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZSG0|Q5ZSG0_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXH6|Q5ZXH6_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZE5|Q5ZZE5_LEGPH	46	secreted	extracellular region GO:0005576;
tr|Q5ZWF7|Q5ZWF7_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWQ7|Q5ZWQ7_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRJ7|Q5ZRJ7_LEGPH	54	secreted	extracellular region GO:0005576;
tr|Q5ZZD3|Q5ZZD3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYG1|Q5ZYG1_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVL8|Q5ZVL8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZX93|Q5ZX93_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRB1|Q5ZRB1_LEGPH	87	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTX3|Q5ZTX3_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVB0|Q5ZVB0_LEGPH	78	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ42|Q5ZZ42_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTD9|Q5ZTD9_LEGPH	30	secreted	extracellular region GO:0005576;
tr|Q5ZRA4|Q5ZRA4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS38|Q5ZS38_LEGPH	68	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZG5|Q5ZZG5_LEGPH	66	secreted	extracellular region GO:0005576;
tr|Q5ZXJ7|Q5ZXJ7_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTE1|Q5ZTE1_LEGPH	78	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUE7|Q5ZUE7_LEGPH	65	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU67|Q5ZU67_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY06|Q5ZY06_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZRJ6|Q5ZRJ6_LEGPH	73	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWH3|Q5ZWH3_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZZF0|Q5ZZF0_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX05|Q5ZX05_LEGPH	98	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZT93|Q5ZT93_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV46|Q5ZV46_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXP0|Q5ZXP0_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYT5|Q5ZYT5_LEGPH	54	secreted	extracellular region GO:0005576;
tr|Q5ZUS7|Q5ZUS7_LEGPH	99	periplasm	periplasmic space GO:0042597;
tr|Q5ZRZ8|Q5ZRZ8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY05|Q5ZY05_LEGPH	78	secreted	extracellular region GO:0005576;
tr|Q5ZVB5|Q5ZVB5_LEGPH	94	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVW3|Q5ZVW3_LEGPH	95	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZSV6|Q5ZSV6_LEGPH	31	secreted	extracellular region GO:0005576;
tr|Q5ZXR3|Q5ZXR3_LEGPH	54	secreted	extracellular region GO:0005576;
tr|Q5ZXV7|Q5ZXV7_LEGPH	64	secreted	extracellular region GO:0005576;
tr|Q5ZT43|Q5ZT43_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZSD7|Q5ZSD7_LEGPH	73	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWG5|Q5ZWG5_LEGPH	53	secreted	extracellular region GO:0005576;
tr|Q5ZUS5|Q5ZUS5_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZRI2|Q5ZRI2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSU0|Q5ZSU0_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRG7|Q5ZRG7_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY54|Q5ZY54_LEGPH	43	secreted	extracellular region GO:0005576;
tr|Q5ZWW0|Q5ZWW0_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSI4|Q5ZSI4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUM1|Q5ZUM1_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZTQ9|Q5ZTQ9_LEGPH	97	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYV2|Q5ZYV2_LEGPH	30	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVH6|Q5ZVH6_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVJ7|Q5ZVJ7_LEGPH	71	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSG5|Q5ZSG5_LEGPH	92	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZYP7|RS7_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTK3|Q5ZTK3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZF6|Q5ZZF6_LEGPH	66	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYQ3|RL1_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTS8|Q5ZTS8_LEGPH	61	periplasm	periplasmic space GO:0042597;
tr|Q5ZSX5|Q5ZSX5_LEGPH	35	secreted	extracellular region GO:0005576;
tr|Q5ZRW1|Q5ZRW1_LEGPH	42	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZG8|Q5ZZG8_LEGPH	19	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZU33|Q5ZU33_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZVV3|Q5ZVV3_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXE4|Q5ZXE4_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWY9|Q5ZWY9_LEGPH	47	secreted	extracellular region GO:0005576;
tr|Q5ZS79|Q5ZS79_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZUW3|Q5ZUW3_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY46|Q5ZY46_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW51|Q5ZW51_LEGPH	98	cytoplasm	cytoplasm GO:0005737
sp|Q5ZV93|RLMN_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSP6|Q5ZSP6_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYB8|Q5ZYB8_LEGPH	82	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSM3|Q5ZSM3_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXQ1|Q5ZXQ1_LEGPH	64	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWX9|Q5ZWX9_LEGPH	71	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTT4|Q5ZTT4_LEGPH	71	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTF5|Q5ZTF5_LEGPH	75	secreted	extracellular region GO:0005576;
tr|Q5ZVX1|Q5ZVX1_LEGPH	48	secreted	extracellular region GO:0005576;
tr|Q5ZRF5|Q5ZRF5_LEGPH	32	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTM6|Q5ZTM6_LEGPH	94	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYM0|RS11_LEGPH	72	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSS9|Q5ZSS9_LEGPH	48	secreted	extracellular region GO:0005576;
sp|Q5ZY78|ASSY_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX80|Q5ZX80_LEGPH	86	secreted	extracellular region GO:0005576;
tr|Q5ZTR4|Q5ZTR4_LEGPH	78	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZB5|Q5ZZB5_LEGPH	47	secreted	extracellular region GO:0005576;
tr|Q5ZUE9|Q5ZUE9_LEGPH	71	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTU1|Q5ZTU1_LEGPH	33	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWH2|Q5ZWH2_LEGPH	36	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRL7|Q5ZRL7_LEGPH	97	cytoplasm	cytoplasm GO:0005737
sp|Q5ZY71|GPMI_LEGPH	79	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW53|Q5ZW53_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYW2|Q5ZYW2_LEGPH	39	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZV47|Q5ZV47_LEGPH	42	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVA9|Q5ZVA9_LEGPH	53	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRE3|Q5ZRE3_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZY56|Q5ZY56_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWS3|Q5ZWS3_LEGPH	94	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZS67|RL25_LEGPH	100	cytoplasm	cytoplasm GO:0005737
sp|Q5ZSN3|NTPA_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTU4|Q5ZTU4_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWI1|Q5ZWI1_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYE9|Q5ZYE9_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV15|Q5ZV15_LEGPH	38	secreted	extracellular region GO:0005576;
tr|Q5ZRK4|Q5ZRK4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUJ5|Q5ZUJ5_LEGPH	46	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSH8|Q5ZSH8_LEGPH	77	secreted	extracellular region GO:0005576;
tr|Q5ZW71|Q5ZW71_LEGPH	48	secreted	extracellular region GO:0005576;
tr|Q5ZTS1|Q5ZTS1_LEGPH	69	periplasm	periplasmic space GO:0042597;
tr|Q5ZV71|Q5ZV71_LEGPH	73	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU31|Q5ZU31_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVP2|Q5ZVP2_LEGPH	38	secreted	extracellular region GO:0005576;
tr|Q5ZT25|Q5ZT25_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXG6|Q5ZXG6_LEGPH	35	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSY4|Q5ZSY4_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZW39|Q5ZW39_LEGPH	68	periplasm	periplasmic space GO:0042597;
tr|Q5ZXA9|Q5ZXA9_LEGPH	79	secreted	extracellular region GO:0005576;
tr|Q5ZW04|Q5ZW04_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRK2|Q5ZRK2_LEGPH	69	secreted	extracellular region GO:0005576;
tr|Q5ZZB4|Q5ZZB4_LEGPH	54	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS54|Q5ZS54_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZI0|Q5ZZI0_LEGPH	80	secreted	extracellular region GO:0005576;
tr|Q5ZWV3|Q5ZWV3_LEGPH	40	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU11|Q5ZU11_LEGPH	59	secreted	extracellular region GO:0005576;
tr|Q5ZXD5|Q5ZXD5_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZYG5|Q5ZYG5_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZXJ1|Q5ZXJ1_LEGPH	25	secreted	extracellular region GO:0005576;
tr|Q5ZRE1|Q5ZRE1_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWW9|Q5ZWW9_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTN6|Q5ZTN6_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRY5|Q5ZRY5_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSI0|Q5ZSI0_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTL9|Q5ZTL9_LEGPH	67	secreted	extracellular region GO:0005576;
tr|Q5ZYV8|Q5ZYV8_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYK8|Q5ZYK8_LEGPH	42	cytoplasm	cytoplasm GO:0005737
sp|Q5ZU88|KDSB_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVW6|Q5ZVW6_LEGPH	49	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYX6|Q5ZYX6_LEGPH	68	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSF1|Q5ZSF1_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZS47|Q5ZS47_LEGPH	26	secreted	extracellular region GO:0005576;
tr|Q5ZYR8|Q5ZYR8_LEGPH	70	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTR7|Q5ZTR7_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYE8|Q5ZYE8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVD2|Q5ZVD2_LEGPH	38	periplasm	periplasmic space GO:0042597;
sp|Q5ZS23|MIAA_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUA0|Q5ZUA0_LEGPH	33	secreted	extracellular region GO:0005576;
tr|Q5ZWX8|Q5ZWX8_LEGPH	46	secreted	extracellular region GO:0005576;
tr|Q5ZWP5|Q5ZWP5_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVE4|Q5ZVE4_LEGPH	37	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUY2|Q5ZUY2_LEGPH	47	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRD2|Q5ZRD2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUN7|Q5ZUN7_LEGPH	75	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ81|Q5ZZ81_LEGPH	52	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSE7|Q5ZSE7_LEGPH	38	secreted	extracellular region GO:0005576;
tr|Q5ZUT9|Q5ZUT9_LEGPH	38	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVE5|Q5ZVE5_LEGPH	64	secreted	extracellular region GO:0005576;
sp|Q5ZXH9|NEUBH_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU70|Q5ZU70_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXF4|Q5ZXF4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWP8|Q5ZWP8_LEGPH	67	secreted	extracellular region GO:0005576;
tr|Q5ZWG8|Q5ZWG8_LEGPH	43	secreted	extracellular region GO:0005576;
tr|Q5ZUT2|Q5ZUT2_LEGPH	99	periplasm	periplasmic space GO:0042597;
tr|Q5ZXU9|Q5ZXU9_LEGPH	91	fimbrium	pilus GO:0009289;
tr|Q5ZZC4|Q5ZZC4_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVH0|Q5ZVH0_LEGPH	50	secreted	extracellular region GO:0005576;
tr|Q5ZZK3|Q5ZZK3_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX50|Q5ZX50_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZT00|Q5ZT00_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXZ5|Q5ZXZ5_LEGPH	39	secreted	extracellular region GO:0005576;
tr|Q5ZXE7|Q5ZXE7_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW08|Q5ZW08_LEGPH	79	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWR4|Q5ZWR4_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTA9|Q5ZTA9_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW62|Q5ZW62_LEGPH	80	secreted	extracellular region GO:0005576;
tr|Q5ZVI1|Q5ZVI1_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ66|Q5ZZ66_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWW1|Q5ZWW1_LEGPH	36	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVF8|Q5ZVF8_LEGPH	84	secreted	extracellular region GO:0005576;
tr|Q5ZY70|Q5ZY70_LEGPH	42	secreted	extracellular region GO:0005576;
tr|Q5ZX10|Q5ZX10_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUQ9|Q5ZUQ9_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUQ5|Q5ZUQ5_LEGPH	75	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZVW8|Q5ZVW8_LEGPH	27	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW29|Q5ZW29_LEGPH	49	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUS4|Q5ZUS4_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV87|Q5ZV87_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV37|Q5ZV37_LEGPH	15	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXW4|Q5ZXW4_LEGPH	97	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZTF7|Q5ZTF7_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWP4|Q5ZWP4_LEGPH	82	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZRX9|CCA_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ61|Q5ZZ61_LEGPH	73	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWL1|Q5ZWL1_LEGPH	77	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZH1|Q5ZZH1_LEGPH	93	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRI6|Q5ZRI6_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZTJ7|Q5ZTJ7_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVF6|Q5ZVF6_LEGPH	55	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS25|Q5ZS25_LEGPH	79	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRS6|Q5ZRS6_LEGPH	39	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVX8|Q5ZVX8_LEGPH	50	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSW0|Q5ZSW0_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZX51|Q5ZX51_LEGPH	83	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZ39|Q5ZZ39_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZZ83|Q5ZZ83_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXK3|Q5ZXK3_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTZ1|Q5ZTZ1_LEGPH	83	secreted	extracellular region GO:0005576;
tr|Q5ZY75|Q5ZY75_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUU7|Q5ZUU7_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZV03|Q5ZV03_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTE2|Q5ZTE2_LEGPH	46	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXG1|Q5ZXG1_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVK9|Q5ZVK9_LEGPH	43	secreted	extracellular region GO:0005576;
tr|Q5ZXF0|Q5ZXF0_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVJ0|Q5ZVJ0_LEGPH	38	secreted	extracellular region GO:0005576;
tr|Q5ZUD7|Q5ZUD7_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWW7|Q5ZWW7_LEGPH	58	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTF9|Q5ZTF9_LEGPH	26	secreted	extracellular region GO:0005576;
tr|Q5ZS71|Q5ZS71_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRL1|Q5ZRL1_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWU9|Q5ZWU9_LEGPH	96	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSF6|Q5ZSF6_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZYF5|Q5ZYF5_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXQ9|Q5ZXQ9_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRL5|Q5ZRL5_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSI7|Q5ZSI7_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUC8|Q5ZUC8_LEGPH	81	secreted	extracellular region GO:0005576;
tr|Q5ZTE8|Q5ZTE8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
sp|P37033|Y1689_LEGPH	44	secreted	extracellular region GO:0005576;
sp|Q5ZUC1|ACYP_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV83|Q5ZV83_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZJ8|Q5ZZJ8_LEGPH	52	secreted	extracellular region GO:0005576;
tr|Q5ZU83|Q5ZU83_LEGPH	81	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSE5|Q5ZSE5_LEGPH	46	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ72|Q5ZZ72_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYD2|Q5ZYD2_LEGPH	50	secreted	extracellular region GO:0005576;
tr|Q5ZXC1|Q5ZXC1_LEGPH	33	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYX5|Q5ZYX5_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZYJ1|Q5ZYJ1_LEGPH	21	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSQ1|Q5ZSQ1_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT50|Q5ZT50_LEGPH	56	secreted	extracellular region GO:0005576;
tr|Q5ZZ41|Q5ZZ41_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYA7|Q5ZYA7_LEGPH	56	secreted	extracellular region GO:0005576;
tr|Q5ZV29|Q5ZV29_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTA1|Q5ZTA1_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXH4|Q5ZXH4_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTQ1|Q5ZTQ1_LEGPH	70	periplasm	periplasmic space GO:0042597;
sp|Q5ZYN7|RS3_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYA9|Q5ZYA9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV35|Q5ZV35_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVS3|Q5ZVS3_LEGPH	41	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW14|Q5ZW14_LEGPH	65	periplasm	periplasmic space GO:0042597;
tr|Q5ZYR2|Q5ZYR2_LEGPH	30	secreted	extracellular region GO:0005576;
tr|Q5ZYW8|Q5ZYW8_LEGPH	99	cytoplasm	cytoplasm GO:0005737
